Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22271535,Lineage of Eccentrics Matabei to Kuniyoshi,Nobuo Tsuji,"Tsuji, Nobuo",,"=""4939148424""","=""9784939148422""",0,4.47,"Kaikai Kiki Co., Ltd.",Hardcover,223,2012,2012,,2018/07/23,"to-read, ai","to-read (#72), ai (#19)",to-read,,,,0,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",4,4.39,DC Comics,Paperback,416,2005,1987,2018/07/08,2018/07/23,,,read,"This was my first graphic novel, possibly ever? I'll always remember the pirate subplot for its shameless pungency of the art and the violence. It really felt maximally brutal, without going (too much) over the top with it. This may be because for these subplots, it was spliced in with some kid sitting on a stump next to a newspaper salesman, so one didn't feel the full brunt of the evil displayed in the subplot. There may have been a metaphor here, something related to the everyday evil alongside the everyday normality? Not really sure. <br/><br/>One thing which perplexes me is that contrasted to the pirate subplot, Rorschach's violence completely paled. The child killer was glossed over almost completely, the dead dog was not displayed with the same sort of ugliness as the dead men made into a raft. I'm not really sure why the author made this choice. <br/><br/>I guess another aspect which the novel did well, but not enough to completely set itself apart in this regard, is how the author captured the consciousness of cold-war USA, with the always-on fear of MAD in people's minds. This was done well, the world felt sticky and anxious at all times, I may say even uniquely well. Each character's fights were contextualized to themselves and to us within this fear. The superhero's couldn't focus on the small time crime with the existential threat above them, the newspaper salesman let the fear provoke him into anger, but also found cause in it to display kindness. For Nite Owl,  it sort of was the reason he was a superhero in the first place. <br/><br/>One concept which I have no idea how to set in with the rest of the plot is the evil giant monster towards the end. The monster seems to be the idea of some ultimately evil force, meant to set the world's mind straight about its bickering, but this doesn't feel like a big enough conceptual finish to such a nicely refined book. The ending, despite its beautiful graphics, felt very anti-climactic, and didn't tie the concepts from the rest of the book together in my opinion. <br/>",,,1,0
25622873,Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,"Schneier, Bruce",,"=""039335217X""","=""9780393352177""",0,4.00,W. W. Norton & Company,Paperback,427,2016,2015,,2018/06/25,to-read,to-read (#71),to-read,,,,0,0
23429798,The Renaissance Diet,Mike Israetel,"Israetel, Mike",,"=""""","=""""",0,4.15,,ebook,106,,,,2018/06/24,to-read,to-read (#70),to-read,,,,0,0
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",0,4.04,Free Press,Hardcover,265,2007,2007,,2018/06/16,to-read,to-read (#69),to-read,,,,0,0
1130477,"Readings in Database Systems, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",Joseph M. Hellerstein,"Hellerstein, Joseph M.",Michael Stonebraker,"=""1558605231""","=""9781558605237""",0,4.62,Morgan Kaufmann,Paperback,672,1998,1998,,2018/06/16,"to-read, ai","to-read (#68), ai (#18)",to-read,,,,0,0
1896156,Rationalizing Capitalist Democracy: The Cold War Origins of Rational Choice Liberalism,S. M. Amadae,"Amadae, S. M.",,"=""0226016544""","=""9780226016542""",0,3.87,University of Chicago Press,Paperback,408,2003,2003,,2018/05/11,to-read,to-read (#67),to-read,,,,0,0
385401,The Mystery of Courage,William Ian Miller,"Miller, William Ian",,"=""067400826X""","=""9780674008267""",0,3.91,Harvard University Press,Paperback,360,2002,2000,,2018/05/11,to-read,to-read (#66),to-read,,,,0,0
35288635,Daughters of the Night Sky,Aimie K. Runyan,"Runyan, Aimie K.",,"=""1542095867""","=""9781542095860""",5,4.17,Lake Union Publishing,Kindle Edition,318,2018,2018,2018/04/28,2018/04/28,,,read,,,,1,0
1489741,How Can the Human Mind Occur in the Physical Universe? (Oxford Series on Cognitive Models and Architectures),John R. Anderson,"Anderson, John R.",,"=""0195324250""","=""9780195324259""",0,3.63,Oxford University Press,Hardcover,304,2007,2007,,2018/04/22,to-read,to-read (#65),to-read,,,,0,0
35658247,"Vengeance is Mine, All Others Pay Cash",Eka Kurniawan,"Kurniawan, Eka",Annie Tucker,"=""1782272763""","=""9781782272762""",4,3.95,Pushkin Press,Kindle Edition,233,2017,2014,2018/04/18,2018/04/18,,,read,"The coolest thing about this book is the way it is written. The plot is perfectly fine, the setting fairly normal. It is written like a billowing wave or some shit, the effort with which it could parallelize time and sway between two stories was the lowest I've ever seen. I felt like it never dropped the bomb on me that I wanted though. It was very wes-andersoney, characters seemed like they were doing these irrational, beautiful, personable acts because the author wanted to make a statement, but I think these characters were just here to bounce around and around, flop around on the pages for a bit. One tidbit that stood out for me was the warmth of the male bonding. Apparently, Indonesians have better friends than I do, something that became evident multiple times through out the book. They love exactly the same as us though. ",,,1,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",4,4.30,Vintage,Paperback,272,1995,1983,,2016/03/07,,,read,"Really liked it when I read it, but it's been on me and I have failed to take the knowledge learned and apply it into my work, which is sad.",,,2,0
216377,VALIS,Philip K. Dick,"Dick, Philip K.",,"=""0679734465""","=""9780679734468""",3,3.91,Vintage Books,Paperback,242,2004,1981,,2017/09/28,,,read,,,,2,0
17707599,"Moral Tribes: Emotion, Reason, and the Gap Between Us and Them",Joshua D. Greene,"Greene, Joshua D.",,"=""1594202605""","=""9781594202605""",4,4.02,Penguin Press,Hardcover,432,2013,2013,2017/01/01,2016/04/06,,,read,,,,1,0
167844,Across Realtime,Vernor Vinge,"Vinge, Vernor",,"=""1857981472""","=""9781857981476""",4,4.15,Millennium,Mass Market Paperback,532,2000,1986,2017/01/01,2016/10/23,,,read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",4,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,2017/01/01,2017/10/20,,,read,,,,1,0
23129715,Sphinx,Anne Garréta,"Garréta, Anne","Emma Ramadan, Daniel Levin Becker","=""1941920098""","=""9781941920091""",5,3.73,Deep Vellum Publishing,Paperback,152,2015,1986,2018/01/01,2018/01/24,,,read,,,,1,0
22590,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""8498000831""","=""9788498000832""",4,4.11,La factoría de ideas,Paperback,288,2004,1969,2017/01/01,2017/01/16,,,read,"Neil gaiman writes a sci Fi novella while tripping down a rabbit hole. the cogs don't quite line up. interesting turns you thought the story was going to take are littered on the side of the road, just thrown out of a car window. each character was a two dimensional cut out in a 5d universe. but maybe it was just kuz I read it on audiobook.<br/><br/>category: literary sci Fi",,,1,0
331256,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Theodore Sturgeon, Antonina W. Bouis","=""0575070536""","=""9780575070530""",4,4.12,Gollancz,Paperback,145,2000,1972,2017/01/01,2017/03/02,,,read,,,,1,0
24702942,The Bell-Tower,Herman Melville,"Melville, Herman",,"=""1443435090""","=""9781443435093""",4,3.05,HarperPerennial Classics,Kindle Edition,25,2014,1855,2017/01/01,2017/03/02,,,read,"This one was a short story where you read it and nothing really fit together, like it had elements in it but they didn't link into a cohesive story, and so you think about it because of that. I thought it was very nice, but I'll probably not recommend it to anybody other than if somebody comes at me as a huge fan of the uncanny. ",,,1,0
6413358,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""1843549174""","=""9781843549178""",5,4.17,Atlantic Books,Paperback,982,2009,2008,2017/01/01,2017/03/11,,,read,,,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,3.85,Orbit,Paperback,467,1988,1987,,2017/08/03,"space-operas-to-read, to-read, ai","space-operas-to-read (#1), to-read (#64), ai (#2)",to-read,,,,1,0
8103503,Confidence Game: How Hedge Fund Manager Bill Ackman Called Wall Street's Bluff,Christine S. Richard,"Richard, Christine S.",,"=""0470873302""","=""9780470873304""",0,4.13,Bloomberg Press,Kindle Edition,352,2010,2010,,2018/03/09,to-read,to-read (#63),to-read,,,,0,0
48503,The Worst Journey in the World,Apsley Cherry-Garrard,"Cherry-Garrard, Apsley",Caroline Alexander,"=""0143039385""","=""9780143039389""",5,4.19,Penguin Classics,Paperback,693,2006,1922,2018/02/22,2016/03/07,,,read,"Beautiful book about what it means to really be a man, in the classical patriarchal sense of the word. These folks died for the quest, they went through hardships with a smile on their faces which were constantly degrading their bodies and threatening death. The commentary on ideal communities for actually getting shit done in the face of extreme hardship is the main draw. <br/><br/>The commentary spelled out, time out from reading about 2 months, drinks consumed 1.5. They had such high opinions of eachother. They wanted to do it for eachother, to prove to eachother that they could, more than to prove to themselves that they could. Being a worthwhile part of a great group, earning the respect of a great leader. <br/><br/>I would drop my life in a heartbeat to go on that sort of adventure. <br/><br/>I currently feel far too comfortable and contented to work myself that hard, and thats something I really don't want. Cherry happily breached his limits, and in the quest for a few penguin eggs. I like to think I'm the same sort of man. An instagrammer once said something along the lines of ""Half the fun in life is the act of pushing yourself, the other half is the view"". That instagrammer was kind of a douche, but I completely buy that statement. <br/><br/>Can I find something as beautiful and terrifying to try for as a trek across the winter antarctic coast, in search of penguin eggs? <br/><br/>I'll tell you in 40 years. ",,,1,0
80795,Mimesis: The Representation of Reality in Western Literature,Erich Auerbach,"Auerbach, Erich","Willard R. Trask, Edward W. Said","=""069111336X""","=""9780691113364""",0,4.29,Princeton University Press,Paperback,616,2003,1942,,2016/01/24,stopped-reading,stopped-reading (#19),stopped-reading,,,,0,0
4997665,The Last Man,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Morton D. Paley,"=""0199552355""","=""9780199552351""",0,3.38,Oxford University Press,Paperback,479,2008,1826,,2017/03/02,stopped-reading,stopped-reading (#18),stopped-reading,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",4,3.90,Penguin,Paperback,288,2003,1818,,2015/12/06,,,read,,,,1,0
862082,Against the Day,Thomas Pynchon,"Pynchon, Thomas",,"=""0099512335""","=""9780099512332""",0,4.05,Vintage Books USA,Paperback,1220,2007,2006,,2017/12/15,to-read,to-read (#62),to-read,,,,0,0
586677,After Man: A Zoology of the Future,Dougal Dixon,"Dixon, Dougal",,"=""0312194331""","=""9780312194338""",0,4.28,Griffin,Paperback,124,1998,1981,,2017/11/04,to-read,to-read (#61),to-read,,,,0,0
1327805,Barlasch of the Guard,Henry Seton Merriman,"Merriman, Henry Seton",,"=""0809593580""","=""9780809593583""",0,3.89,Wildside Pr,Paperback,252,2004,1903,,2017/10/28,to-read,to-read (#60),to-read,,,,0,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2017/10/28,to-read,to-read (#59),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2017/10/22,to-read,to-read (#58),to-read,,,,0,0
541024,More Than Human,Theodore Sturgeon,"Sturgeon, Theodore",,"=""0375703713""","=""9780375703713""",0,3.93,Vintage,Paperback,186,1999,1953,,2017/10/11,to-read,to-read (#57),to-read,,,,0,0
8524528,The Conspiracy Against the Human Race,Thomas Ligotti,"Ligotti, Thomas",Ray Brassier,"=""098242969X""","=""9780982429693""",0,4.02,Hippocampus Press,Hardcover,240,2010,2011,,2017/09/24,"to-read, ai","to-read (#56), ai (#17)",to-read,,,,0,0
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,"=""0575099127""","=""9780575099128""",0,4.24,Gollancz,Paperback,512,2010,2008,,2017/09/21,to-read,to-read (#55),to-read,,,,0,0
31624963,The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World—And Us,Richard O. Prum,"Prum, Richard O.",,"=""0385537212""","=""9780385537216""",0,4.06,Doubleday,Hardcover,448,2017,2017,,2017/09/19,to-read,to-read (#54),to-read,,,,0,0
66322,Creativity: Flow and the Psychology of Discovery and Invention,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060928204""","=""9780060928209""",0,4.06,Harper Perennial,Paperback,372,1997,1996,,2017/08/21,to-read,to-read (#53),to-read,,,,0,0
722414,Computer Lib/Dream Machines,Ted Nelson,"Nelson, Ted",,"=""0914845497""","=""9780914845492""",0,4.43,Tempus Books of Microsoft Press,Paperback,330,1987,1974,,2017/08/09,to-read,to-read (#52),to-read,,,,0,0
2002987,Anthropic Bias (Studies in Philosophy),Nick Bostrom,"Bostrom, Nick",,"=""0415938589""","=""9780415938587""",0,4.00,Routledge,Hardcover,240,2002,2002,,2017/08/08,"to-read, ai","to-read (#51), ai (#16)",to-read,,,,0,0
83884,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp,Peter Norvig,"Norvig, Peter",,"=""1558601910""","=""9781558601918""",0,4.33,Morgan Kaufmann,Paperback,976,1991,1991,,2017/08/08,to-read,to-read (#50),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.18,CRC Press,Paperback,376,1997,1996,,2017/08/08,to-read,to-read (#49),to-read,,,,0,0
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.17,Viking,Hardcover,487,2011,2011,,2017/08/08,to-read,to-read (#48),to-read,,,,0,0
29435,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,"Wills, Garry",,"=""0618134328""","=""9780618134328""",0,4.21,Mariner Books,Paperback,640,2002,1969,,2017/08/08,to-read,to-read (#47),to-read,,,,0,0
23066,How to Travel With a Salmon & Other Essays,Umberto Eco,"Eco, Umberto",William Weaver,"=""0151001367""","=""9780151001361""",0,3.83,Harcourt,Hardcover,248,1994,1992,,2017/08/08,to-read,to-read (#46),to-read,,,,0,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,"=""0857662937""","=""9780857662934""",0,4.04,Angry Robot,Paperback,460,2012,2012,,2017/08/08,"space-operas-to-read, to-read, ai","space-operas-to-read (#2), to-read (#45), ai (#10)",to-read,,,,0,0
28251002,The Nix,Nathan  Hill,"Hill, Nathan",,"=""110194661X""","=""9781101946619""",0,4.08,Knopf,Hardcover,625,2016,2016,,2017/08/08,to-read,to-read (#44),to-read,,,,0,0
10583978,The New Clean,Jon Sands,"Sands, Jon",,"=""1935904264""","=""9781935904267""",0,4.19,Write Bloody Publishing,Paperback,108,2011,2011,,2017/08/08,to-read,to-read (#43),to-read,,,,0,0
6779,"Six Not So Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.",Roger Penrose,"=""0465023932""","=""9780465023936""",0,4.26,Basic Books,Paperback,184,2005,1963,,2017/08/08,to-read,to-read (#42),to-read,,,,0,0
17859585,"Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry, and Engineering, Second Edition (Studies in Nonlinearity)",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0813349109""","=""9780813349107""",0,4.38,Westview Press,Paperback,532,2014,1994,,2017/08/04,to-read,to-read (#41),to-read,,,,0,0
48722,"Predator's Gold (Mortal Engines Quartet, #2)",Philip Reeve,"Reeve, Philip",Barnaby Edwards,"=""0060721960""","=""9780060721961""",4,3.92,HarperTeen,Paperback,316,2006,2003,,2012/10/26,read-before-college,read-before-college (#46),read,,,,1,0
219110,"A Darkling Plain (The Hungry City Chronicles, #4)",Philip Reeve,"Reeve, Philip",Annemarie de Vries,"=""0439943469""","=""9780439943468""",4,4.16,Scholastic,Paperback,533,2007,2006,,2012/10/26,read-before-college,read-before-college (#48),read,,,,1,0
585261,"Infernal Devices (The Hungry City Chronicles, #3)",Philip Reeve,"Reeve, Philip",,"=""0439963931""","=""9780439963930""",4,3.87,Fisicalbook,Paperback,336,2011,2005,,2012/10/26,read-before-college,read-before-college (#47),read,,,,1,0
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",5,3.77,Harper Collins US UK,Paperback,326,2004,2001,,2012/10/26,read-before-college,read-before-college (#45),read,,,,1,0
34596,"Treasure of Khan (Dirk Pitt, #19)",Clive Cussler,"Cussler, Clive",Dirk Cussler,"=""0399153691""","=""9780399153693""",4,3.97,G.P. Putnam's Sons,Hardcover,552,2006,2006,,2012/10/06,read-before-college,read-before-college (#43),read,,,,1,0
41704,"Shock Wave (Dirk Pitt, #13)",Clive Cussler,"Cussler, Clive",,"=""0743449673""","=""9780743449670""",4,4.08,POCKET BOOKS U.K.,Paperback,537,1996,1996,,2012/10/06,read-before-college,read-before-college (#44),read,,,,1,0
559889,"Flood Tide (Dirk Pitt, #14)",Clive Cussler,"Cussler, Clive",,"=""0671000314""","=""9780671000318""",4,4.04,Pocket Books,Mass Market Paperback,560,1998,1997,,2012/10/06,read-before-college,read-before-college (#41),read,,,,1,0
41698,"Deep Six (Dirk Pitt, #7)",Clive Cussler,"Cussler, Clive",,"=""1416516859""","=""9781416516859""",4,3.91,Pocket Books,Mass Market Paperback,535,2006,1984,,2012/10/06,read-before-college,read-before-college (#40),read,,,,1,0
32807,"Trojan Odyssey (Dirk Pitt, #17)",Clive Cussler,"Cussler, Clive",,"=""0425199320""","=""9780425199329""",4,3.97,G.P. Putnam's Sons,Mass Market Paperback,463,2004,2003,,2012/10/06,read-before-college,read-before-college (#42),read,,,,1,0
41707,"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,"Cussler, Clive",,"=""0425204030""","=""9780425204030""",4,4.03,Berkley Books,Mass Market Paperback,530,2004,1999,,2012/10/06,read-before-college,read-before-college (#39),read,,,,1,0
198331,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,"Cussler, Clive",,"=""0425204049""","=""9780425204047""",4,3.98,Penguin Publishing Group,Paperback,712,2004,2001,,2012/10/06,read-before-college,read-before-college (#37),read,,,,1,0
41710,"Iceberg (Dirk Pitt, #3)",Clive Cussler,"Cussler, Clive",,"=""0425197387""","=""9780425197387""",4,3.86,Berkley Books,Mass Market Paperback,369,2004,1975,,2012/10/06,read-before-college,read-before-college (#38),read,,,,1,0
198332,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,"Cussler, Clive",,"=""0743426800""","=""9780743426800""",4,4.01,Pocket Books,Paperback,592,2001,1994,,2012/10/06,read-before-college,read-before-college (#36),read,,,,1,0
41716,"Sahara (Dirk Pitt, #11)",Clive Cussler,"Cussler, Clive",,"=""030720961X""","=""9780307209610""",4,3.99,Debolsillo,Paperback,649,2004,1992,,2012/10/06,read-before-college,read-before-college (#35),read,,,,1,0
92923,"The Crystal City (Tales of Alvin Maker, #6)",Orson Scott Card,"Card, Orson Scott",,"=""0812564626""","=""9780812564624""",4,3.63,Tor Fantasy,Mass Market Paperback,352,2004,2003,,2012/10/06,read-before-college,read-before-college (#32),read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",5,3.93,Anchor,Paperback,489,2006,2003,,2012/10/06,read-before-college,read-before-college (#33),read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.95,Pocket Books,Paperback,736,2006,2000,,2012/10/06,read-before-college,read-before-college (#34),read,,,,1,0
7962,"Heartfire (Tales of Alvin Maker, #5)",Orson Scott Card,"Card, Orson Scott",,"=""1841490326""","=""9781841490328""",4,3.72,Orbit,Mass Market Paperback,336,2001,1998,,2012/10/06,read-before-college,read-before-college (#31),read,,,,1,0
7968,"Red Prophet (Tales of Alvin Maker, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812524268""","=""9780812524260""",4,3.81,Tor Fantasy,Mass Market Paperback,311,1992,1988,,2012/10/06,read-before-college,read-before-college (#30),read,,,,1,0
40271,"Alvin Journeyman (Tales of Alvin Maker, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0312850530""","=""9780312850531""",4,3.76,Tor Books,Hardcover,381,1995,1995,,2012/10/06,read-before-college,read-before-college (#29),read,,,,1,0
286219,"The Stainless Steel Rat Goes to Hell (Stainless Steel Rat, #9)",Harry Harrison,"Harrison, Harry",,"=""0752817191""","=""9780752817194""",4,3.81,Millennium Paperbacks,Paperback,224,1998,1996,,2012/10/06,read-before-college,read-before-college (#27),read,,,,1,0
64405,"The Stainless Steel Rat Saves the World (Stainless Steel Rat, #6)",Harry Harrison,"Harrison, Harry",,"=""0727845373""","=""9780727845375""",4,3.94,Berkley Medallion,Mass Market Paperback,160,1973,1971,,2012/10/06,read-before-college,read-before-college (#26),read,,,,1,0
31357,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,"Card, Orson Scott",,"=""1841490237""","=""9781841490236""",4,3.81,Orbit Books,Paperback,342,2001,1989,,2012/10/06,read-before-college,read-before-college (#28),read,,,,1,0
58092,"Eulalia! (Redwall, #19)",Brian Jacques,"Jacques, Brian",,"=""0399242090""","=""9780399242090""",4,4.12,Philomel Books,Hardcover,389,2007,2007,,2012/10/06,read-before-college,read-before-college (#23),read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",4,4.11,Tor Books,Mass Market Paperback,382,1994,1986,,2012/10/06,read-before-college,read-before-college (#25),read,,,,1,0
2856130,"Doomwyte (Redwall, #20)",Brian Jacques,"Jacques, Brian",,"=""0399245448""","=""9780399245442""",4,4.03,Philomel Books,Hardcover,373,2008,2008,,2012/10/06,read-before-college,read-before-college (#24),read,,,,1,0
7980,"Pearls of Lutra (Redwall, #9)",Brian Jacques,"Jacques, Brian",,"=""0142401447""","=""9780142401446""",4,4.04,Firebird,Paperback,408,2004,1996,,2012/10/06,read-before-college,read-before-college (#20),read,,,,1,0
7987,"The Legend of Luke (Redwall, #12)",Brian Jacques,"Jacques, Brian",,"=""0142501093""","=""9780142501092""",4,4.04,Firebird,Paperback,374,2005,1999,,2012/10/06,read-before-college,read-before-college (#21),read,,,,1,0
130352,"High Rhulain (Redwall, #18)",Brian Jacques,"Jacques, Brian",,"=""0441014364""","=""9780441014361""",4,4.15,Ace,Mass Market Paperback,336,2007,2005,,2012/10/06,read-before-college,read-before-college (#22),read,,,,1,0
7994,"Rakkety Tam (Redwall, #17)",Brian Jacques,"Jacques, Brian",,"=""014240683X""","=""9780142406830""",4,4.17,Firebird,Paperback,372,2006,2004,,2012/10/06,read-before-college,read-before-college (#19),read,,,,1,0
7993,"Mariel of Redwall (Redwall, #4)",Brian Jacques,"Jacques, Brian",Gary Chalk,"=""0142302392""","=""9780142302392""",5,4.01,Firebird,Paperback,400,2003,1992,,2012/10/06,read-before-college,read-before-college (#17),read,,,,1,0
140138,"Loamhedge (Redwall, #16)",Brian Jacques,"Jacques, Brian",,"=""0142403776""","=""9780142403778""",4,3.96,Firebird,Paperback,432,2005,2003,,2012/10/06,read-before-college,read-before-college (#18),read,,,,1,0
8001,"Triss (Redwall, #15)",Brian Jacques,"Jacques, Brian",Allan Curless,"=""0142402486""","=""9780142402481""",4,4.03,Firebird,Paperback,389,2004,2002,,2012/10/06,read-before-college,read-before-college (#16),read,,,,1,0
7976,"Taggerung (Redwall, #14)",Brian Jacques,"Jacques, Brian",Gary Chalk,"=""0142501549""","=""9780142501542""",4,4.17,Firebird,Mass Market Paperback,438,2003,2001,,2012/10/06,read-before-college,read-before-college (#15),read,,,,1,0
7981,"The Long Patrol (Redwall, #10)",Brian Jacques,"Jacques, Brian",Allan Curless,"=""0142402451""","=""9780142402450""",4,4.14,Firebird,Paperback,368,2004,1997,,2012/10/06,read-before-college,read-before-college (#14),read,,,,1,0
201342,"Mattimeo (Redwall, #3)",Brian Jacques,"Jacques, Brian",,"=""0441006108""","=""9780441006106""",4,4.09,Ace Books,Mass Market Paperback,448,1999,1989,,2012/10/06,read-before-college,read-before-college (#12),read,,,,1,0
7999,"Marlfox (Redwall, #11)",Brian Jacques,"Jacques, Brian",,"=""0142501085""","=""9780142501085""",4,4.05,Firebird,Paperback,400,2005,1998,,2012/10/06,read-before-college,read-before-college (#13),read,,,,1,0
7983,"Salamandastron (Redwall, #5)",Brian Jacques,"Jacques, Brian",Gary Chalk,"=""0142501522""","=""9780142501528""",4,4.10,Firebird,Paperback,400,2003,1992,,2012/10/06,read-before-college,read-before-college (#11),read,,,,1,0
99085,"Lord Brocktree (Redwall, #13)",Brian Jacques,"Jacques, Brian",,"=""0142501107""","=""9780142501108""",4,3.99,Firebird,Paperback,370,2005,2000,,2012/10/06,read-before-college,read-before-college (#8),read,,,,1,0
7979,"The Bellmaker (Redwall, #7)",Brian Jacques,"Jacques, Brian",,"=""0142400300""","=""9780142400302""",4,4.00,Firebird,Paperback,336,2004,1994,,2012/10/06,read-before-college,read-before-college (#10),read,,,,1,0
7996,"Redwall (Redwall, #1)",Brian Jacques,"Jacques, Brian",,"=""1862301387""","=""9781862301382""",5,4.14,Red Fox,Paperback,352,2006,1986,,2012/10/06,read-before-college,read-before-college (#6),read,,,,1,0
201341,"Mossflower (Redwall, #2)",Brian Jacques,"Jacques, Brian",,"=""""","=""""",5,4.13,ACE Books,Mass Market Paperback,373,1998,1988,,2012/10/06,read-before-college,read-before-college (#7),read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.40,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2012/10/06,read-before-college,read-before-college (#5),read,,,,1,0
12,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0517226952""","=""9780517226957""",5,4.38,Gramercy Books,Leather Bound,815,2005,1996,,2012/10/06,read-before-college,read-before-college (#4),read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2012/10/06,read-before-college,read-before-college (#2),read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan Lee,"=""0618640150""","=""9780618640157""",5,4.54,Houghton Mifflin Harcourt,Paperback,1216,2005,1954,,2012/10/06,read-before-college,read-before-college (#3),read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.35,Scholastic Press,Hardcover,374,2008,2008,,2012/10/06,read-before-college,read-before-college (#1),read,,,,1,0
118565,Mountaineering: The Freedom of the Hills,The Mountaineers Club,"Club, The Mountaineers",,"=""0898868289""","=""9780898868289""",0,4.59,Mountaineers Books,Paperback,575,2003,1960,,2016/07/04,stopped-reading,stopped-reading (#17),stopped-reading,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2017/08/02,stopped-reading,stopped-reading (#16),stopped-reading,,,,0,0
24878857,Postcapitalism: A Guide to Our Future,Paul  Mason,"Mason, Paul",,"=""1846147387""","=""9781846147388""",4,3.75,Allen Lane,Hardcover,368,2015,2015,2017/08/01,2016/03/20,favorites,favorites (#1),read,,,,1,0
